kepid,kepoi_name,koi_disposition,tce_plnt_num,pca
7174351,K01365.01,FALSE POSITIVE,1,-1225163651.2536383
6932987,K01366.01,CONFIRMED,1,-1600047298.0888858
6932987,K01366.02,CONFIRMED,2,-2090789558.4181688
6934291,K01367.01,CONFIRMED,1,4104839545.663019
7357531,K01368.01,FALSE POSITIVE,1,-229663299.70726046
7287415,K01369.01,FALSE POSITIVE,1,-1443805007.2525446
6924203,K01370.01,CONFIRMED,1,-1736299458.9815707
6878167,K01371.01,FALSE POSITIVE,1,-742619793.0508655
6863839,K01373.01,FALSE POSITIVE,1,-772941069.826318
7296086,K01374.01,FALSE POSITIVE,1,1031525104.1684955
6766634,K01375.01,FALSE POSITIVE,1,-702805659.5830206
6774826,K01376.01,FALSE POSITIVE,1,-2094453299.0761409
7211469,K01377.01,CONFIRMED,1,-2226064769.8621397
7375795,K01378.01,FALSE POSITIVE,1,-1935773498.1806376
7375795,K01378.02,FALSE POSITIVE,2,-1579457674.7369707
7211221,K01379.01,CONFIRMED,1,-1118907494.7681122
7025526,K01380.01,FALSE POSITIVE,1,-770845365.7527385
9451127,K01381.01,FALSE POSITIVE,1,8149225689.854522
9446824,K01382.01,FALSE POSITIVE,1,8149225689.814592
8953257,K01383.01,FALSE POSITIVE,1,8149225689.917877
8971432,K01384.01,FALSE POSITIVE,1,8149225689.949833
9278553,K01385.01,FALSE POSITIVE,1,8149225689.743789
9143254,K01386.01,FALSE POSITIVE,1,8149225689.80272
8949247,K01387.01,FALSE POSITIVE,1,8149225689.829702
9346253,K01388.01,FALSE POSITIVE,1,8149225689.733755
9002237,K01389.01,FALSE POSITIVE,1,8149225689.776047
9288786,K01390.01,FALSE POSITIVE,1,8149225689.698115
8958035,K01391.01,FALSE POSITIVE,1,8149225689.668009
9040849,K01392.01,FALSE POSITIVE,1,606952448.1645584
9202151,K01393.01,FALSE POSITIVE,1,3878022374.4128
8937021,K01394.01,FALSE POSITIVE,1,-666460478.6946627
8935810,K01395.01,FALSE POSITIVE,1,-477131088.5703503
9455556,K01396.01,CONFIRMED,1,-1287957462.6226044
9455556,K01396.02,CONFIRMED,2,-1763980682.6723588
9427402,K01397.01,FALSE POSITIVE,1,-159543545.3765204
9269281,K01398.01,FALSE POSITIVE,1,-1354313244.4361694
9100484,K01399.01,FALSE POSITIVE,1,-1977795889.5554316
9157908,K01400.01,FALSE POSITIVE,1,-1732334898.769488
9034103,K01402.01,CONFIRMED,1,-1988895704.4551985
9214942,K01403.01,CONFIRMED,1,-1669480590.0424438
8874090,K01404.01,CONFIRMED,1,-1975036765.7002857
8874090,K01404.02,FALSE POSITIVE,2,-2518842689.507786
9264949,K01405.01,CONFIRMED,1,-2240191505.109171
9271752,K01406.01,CONFIRMED,1,-1303444932.423668
9150827,K01408.01,FALSE POSITIVE,1,-1744023132.8259172
9391208,K01409.01,CONFIRMED,1,-1667795977.78391
9391506,K01410.01,CONFIRMED,1,-1801631904.3954344
9425139,K01411.01,FALSE POSITIVE,1,-189043818.99123573
8950853,K01412.01,CONFIRMED,1,-2077169392.0428643
9006449,K01413.01,CONFIRMED,1,-2373957141.6422048
9006449,K01413.02,CONFIRMED,2,-2439798281.873458
9006449,K01413.03,CONFIRMED,3,-2460009688.762778
8916492,K01414.01,FALSE POSITIVE,1,-1759255411.3412979
11517719,K01416.01,CONFIRMED,1,8149225689.928021
11599264,K01417.01,FALSE POSITIVE,1,5249896899.233268
11100657,K01418.01,FALSE POSITIVE,1,5880711350.876485
11125936,K01419.01,FALSE POSITIVE,1,8149224470.650699
11026304,K01420.01,FALSE POSITIVE,1,-407115489.80008507
11497958,K01422.01,CONFIRMED,1,-230070725.52698848
11497958,K01422.02,CONFIRMED,2,-1678264659.007135
11497958,K01422.03,CONFIRMED,3,-2055698260.6803856
11497958,K01422.04,CONFIRMED,4,-2358301221.008762
11497958,K01422.05,CONFIRMED,5,-2430774179.477624
11177707,K01423.01,CONFIRMED,1,-1801143784.4347665
11611600,K01424.01,CONFIRMED,1,2878922215.0324507
11254382,K01425.01,CONFIRMED,1,468640096.13858294
11122894,K01426.01,CONFIRMED,1,573054098.1514064
11122894,K01426.02,CONFIRMED,2,-369103218.7666449
11122894,K01426.03,FALSE POSITIVE,3,-1912169412.7221577
11129738,K01427.01,CONFIRMED,1,-488946908.3998699
11129738,K01427.02,FALSE POSITIVE,2,-2191801679.5008163
11401182,K01428.01,CONFIRMED,1,4104925302.799135
11030711,K01429.01,FALSE POSITIVE,1,-2127151128.8926065
11176127,K01430.01,CONFIRMED,1,-1094151903.0065234
11176127,K01430.02,CONFIRMED,2,-2132966124.6850626
11176127,K01430.03,CONFIRMED,3,-1920990648.886454
11075279,K01431.01,FALSE POSITIVE,1,263297193.1666271
11014932,K01432.01,CONFIRMED,1,-1837802757.6976688
11014932,K01432.02,CONFIRMED,2,-2412321864.037618
11014932,K01432.03,CONFIRMED,3,-1918916723.6776876
11014932,K01432.04,CONFIRMED,4,-2530673798.6199737
11288505,K01433.01,CONFIRMED,1,-2125856898.5761373
11493431,K01434.01,CONFIRMED,1,-1255419751.772373
11037335,K01435.01,CONFIRMED,1,-2028600590.7257261
11037335,K01435.02,CONFIRMED,2,-1647265643.6678493
11389771,K01436.01,CONFIRMED,1,-897210475.2680196
11389771,K01436.02,CONFIRMED,2,-1974875849.9164574
11389771,K01436.03,CONFIRMED,3,-1816885981.5499358
11599038,K01437.01,FALSE POSITIVE,1,-2303729172.429567
11599038,K01437.02,FALSE POSITIVE,2,-2445548171.327855
11599038,K01437.03,FALSE POSITIVE,3,-2564116415.368477
11193263,K01438.01,CONFIRMED,1,-1846195104.4622595
11027624,K01439.01,CONFIRMED,1,-1302261953.9317586
11032227,K01440.01,CONFIRMED,1,-2130767502.3149803
11356260,K01441.01,CONFIRMED,1,-1974071937.8329306
11600889,K01442.01,CONFIRMED,1,1638952800.3571591
11197126,K01443.01,FALSE POSITIVE,1,287781197.24602205
11043167,K01444.01,CONFIRMED,1,-2116858396.4273162
11336883,K01445.01,CONFIRMED,1,-1636821132.958139
12506351,K01446.01,FALSE POSITIVE,1,8149225689.953581
7622486,K01447.01,FALSE POSITIVE,1,8149225689.904846
7622486,K01447.02,FALSE POSITIVE,2,8149225689.699386
9705459,K01448.01,FALSE POSITIVE,1,8149225689.9278345
7802136,K01449.01,FALSE POSITIVE,1,8149225689.843494
7532973,K01450.01,CONFIRMED,1,8149225689.897843
9632895,K01451.01,FALSE POSITIVE,1,8149225689.9032755
7449844,K01452.01,FALSE POSITIVE,1,3642015667.611388
7842610,K01453.01,FALSE POSITIVE,1,8149225562.538755
7830637,K01454.01,FALSE POSITIVE,1,8149225689.900627
4760746,K01455.01,FALSE POSITIVE,1,5385367456.084608
7832356,K01456.01,CONFIRMED,1,7409211948.155244
9643874,K01457.01,CONFIRMED,1,8149225689.602119
12120943,K01458.01,FALSE POSITIVE,1,1010845469.7329187
9761199,K01459.01,FALSE POSITIVE,1,8149224665.078548
7751571,K01460.01,FALSE POSITIVE,1,-1284860065.4647956
9579499,K01461.01,FALSE POSITIVE,1,8149225007.722461
11913013,K01462.01,FALSE POSITIVE,1,-2093219453.0225928
7672940,K01463.01,FALSE POSITIVE,1,676181847.9214447
7838655,K01464.01,FALSE POSITIVE,1,-449551225.9116748
11702948,K01465.01,FALSE POSITIVE,1,8149225334.805878
9512981,K01466.01,FALSE POSITIVE,1,544489114.6732504
7770450,K01467.01,FALSE POSITIVE,1,-752287209.1913918
9851226,K01468.01,FALSE POSITIVE,1,-1408952187.5571628
7543649,K01469.01,FALSE POSITIVE,1,115770103.99727371
9480310,K01470.01,FALSE POSITIVE,1,-1545173264.43777
11858748,K01471.01,FALSE POSITIVE,1,-155225016.60680482
7761545,K01472.01,CONFIRMED,1,163425169.25710303
7499398,K01473.01,FALSE POSITIVE,1,-301345902.02820414
12365184,K01474.01,CONFIRMED,1,2806370855.7812595
4770365,K01475.01,FALSE POSITIVE,1,747970045.688512
4770365,K01475.02,FALSE POSITIVE,2,-1818498090.225279
4770365,K01475.03,FALSE POSITIVE,3,-2088052039.2022188
12406749,K01476.01,FALSE POSITIVE,1,-2073416279.8012078
7811397,K01477.01,FALSE POSITIVE,1,-1192101456.8766947
12403119,K01478.01,CONFIRMED,1,1223419421.4660816
9842890,K01479.01,FALSE POSITIVE,1,-2295610601.2156386
7512982,K01480.01,CONFIRMED,1,-1571568086.671568
7512982,K01480.02,FALSE POSITIVE,2,-2374787453.7268085
9597806,K01481.01,CONFIRMED,1,-387798577.2952492
7812167,K01482.01,FALSE POSITIVE,1,-2389056826.574522
11909686,K01483.01,FALSE POSITIVE,1,3268735174.395855
11760959,K01484.01,FALSE POSITIVE,1,-438401554.24278796
9692345,K01485.01,FALSE POSITIVE,1,-692986308.1241876
7898352,K01486.01,CONFIRMED,1,-803173634.7823246
7898352,K01486.02,CONFIRMED,2,-2107646117.018816
12062667,K01487.01,FALSE POSITIVE,1,-1555268390.6651638
9589323,K01488.01,CONFIRMED,1,436784841.9351393
9823487,K01489.01,FALSE POSITIVE,1,-1787014667.067765
9602514,K01490.01,FALSE POSITIVE,1,-2236644556.5707116
9726659,K01491.01,CONFIRMED,1,-613280732.2569047
12108312,K01492.01,FALSE POSITIVE,1,-419606564.1122911
9842906,K01493.01,FALSE POSITIVE,1,-2337726757.0241804
11821363,K01494.01,FALSE POSITIVE,1,-2053957706.6226568
7629518,K01495.01,CONFIRMED,1,-1736971509.9991755
4828341,K01496.01,FALSE POSITIVE,1,-286893904.48218906
11774387,K01497.01,FALSE POSITIVE,1,-670783825.9980198
9636135,K01498.01,CONFIRMED,1,-1657538517.3958597
9636135,K01498.02,FALSE POSITIVE,2,-2014146980.2778149
7841925,K01499.01,CONFIRMED,1,-1093348468.7970698
7841925,K01499.02,FALSE POSITIVE,2,-2259113653.8439274
7841925,K01499.03,FALSE POSITIVE,3,-1692772217.9683764
9719634,K01500.01,FALSE POSITIVE,1,-546281240.5322243
7439316,K01501.01,CONFIRMED,1,-783513780.0490108
12061238,K01502.01,FALSE POSITIVE,1,579931000.3332645
12400538,K01503.01,CONFIRMED,1,-1912284954.367155
9641018,K01504.01,FALSE POSITIVE,1,281594194.8266115
9813499,K01505.01,CONFIRMED,1,-2082261200.4192271
12254792,K01506.01,CONFIRMED,1,-2146409963.729697
12020218,K01507.01,CONFIRMED,1,-2132465867.9065652
7690844,K01508.01,CONFIRMED,1,-2170443654.0070777
9535080,K01509.01,FALSE POSITIVE,1,-2220265982.7698216
11870545,K01510.01,FALSE POSITIVE,1,314562375.82023853
7901948,K01511.01,CONFIRMED,1,-463769149.2101124
11955499,K01512.01,FALSE POSITIVE,1,-1461589717.0336409
9784222,K01513.01,FALSE POSITIVE,1,-998816899.0857813
9520668,K01514.01,FALSE POSITIVE,1,-993737289.6205854
7871954,K01515.01,CONFIRMED,1,1479005218.8335946
7871954,K01515.02,CONFIRMED,2,-423891595.0644287
12418724,K01516.01,CONFIRMED,1,-1894180875.8522868
7456001,K01517.01,CONFIRMED,1,-1618038316.692874
7549209,K01518.01,CONFIRMED,1,-2203297294.776573
7663405,K01519.01,CONFIRMED,1,-1879735907.6979802
7663405,K01519.02,FALSE POSITIVE,2,-2516869072.332223
9765975,K01520.01,CONFIRMED,1,-1623159881.6212661
9818462,K01521.01,CONFIRMED,1,-2031759136.9534035
12266636,K01522.01,CONFIRMED,1,-1968674469.5574744
12266636,K01522.02,FALSE POSITIVE,2,-2536149244.41696
9850893,K01523.01,FALSE POSITIVE,1,-2273334025.696391
4826110,K01524.01,FALSE POSITIVE,1,-1701865908.7336147
7869917,K01525.01,CONFIRMED,1,-413012269.2177445
7869917,K01525.02,FALSE POSITIVE,2,-1932533439.2930713
9824805,K01526.01,CONFIRMED,1,-2035424833.9915516
7768451,K01527.01,FALSE POSITIVE,1,-2168993878.4320483
7691260,K01528.01,CONFIRMED,1,-785000214.5135444
9821454,K01529.01,CONFIRMED,1,-2410379211.8086033
9821454,K01529.02,CONFIRMED,2,-2481765814.362031
11954842,K01530.01,CONFIRMED,1,-1596903120.6088748
11764462,K01531.01,CONFIRMED,1,-933567956.0971445
11656246,K01532.01,CONFIRMED,1,-1644132157.1014848
7808587,K01533.01,CONFIRMED,1,-1628257699.452278
4741126,K01534.01,CONFIRMED,1,-2178775163.9144826
4741126,K01534.02,CONFIRMED,2,-2261706449.5883975
11669125,K01535.01,CONFIRMED,1,-2156089659.1774106
12159249,K01536.01,CONFIRMED,1,-1552777206.014086
9872292,K01537.01,FALSE POSITIVE,1,-2154780393.1146393
9963461,K01538.01,FALSE POSITIVE,1,8149225689.908541
8081482,K01539.01,FALSE POSITIVE,1,8149225689.931701
5649956,K01540.01,FALSE POSITIVE,1,8149225689.9555435
4840513,K01541.01,FALSE POSITIVE,1,8149225689.809
8113154,K01542.01,FALSE POSITIVE,1,6899183923.750071
5270698,K01543.01,FALSE POSITIVE,1,8149225689.922085
5024450,K01544.01,FALSE POSITIVE,1,8149225689.706444
5282049,K01545.01,FALSE POSITIVE,1,8149225689.632084
5282049,K01545.02,FALSE POSITIVE,2,-2301842538.6460953
5475431,K01546.01,FALSE POSITIVE,1,1390567294.1574132
5283458,K01547.01,FALSE POSITIVE,1,6927113852.632848
9940565,K01548.01,FALSE POSITIVE,1,8149225689.927725
8053552,K01549.01,FALSE POSITIVE,1,7094097004.994762
8111381,K01550.01,FALSE POSITIVE,1,8149224898.565105
5444549,K01551.01,FALSE POSITIVE,1,516220348.27353865
7984047,K01552.01,FALSE POSITIVE,1,644733662.4108938
7951018,K01553.01,CONFIRMED,1,1677716376.8094976
9899355,K01554.01,FALSE POSITIVE,1,-2027933680.4131694
12644774,K01555.01,FALSE POSITIVE,1,-2295223306.4819374
9902856,K01556.01,FALSE POSITIVE,1,-742602677.704336
5371776,K01557.01,CONFIRMED,1,7031696577.312602
5371776,K01557.02,CONFIRMED,2,-47337772.162027635
5371776,K01557.03,CONFIRMED,3,1807141031.7509887
5371776,K01557.04,CONFIRMED,4,-61002688.85539021
10019763,K01558.01,FALSE POSITIVE,1,2722888620.1574693
9899280,K01559.01,FALSE POSITIVE,1,-1060640582.6809332
8046659,K01560.01,FALSE POSITIVE,1,1617079363.7298944
4940438,K01561.01,FALSE POSITIVE,1,-229314015.7372265
5308663,K01562.01,FALSE POSITIVE,1,-1005993001.6805599
5308663,K01562.02,FALSE POSITIVE,2,-2579114545.245181
5219234,K01563.01,CONFIRMED,1,-731192114.9318045
5219234,K01563.02,CONFIRMED,2,-2004005567.3618202
5219234,K01563.03,FALSE POSITIVE,3,-1645884636.2041566
5219234,K01563.04,CONFIRMED,4,-2271734006.9370017
5184584,K01564.01,CONFIRMED,1,-341028722.97446233
5636648,K01565.01,FALSE POSITIVE,1,1867082652.2863276
5564247,K01566.01,FALSE POSITIVE,1,-1620348489.7664192
5438099,K01567.01,CONFIRMED,1,-1375200061.8715186
5438099,K01567.02,CONFIRMED,2,-2065596705.5154617
5438099,K01567.03,CONFIRMED,3,-1641350048.8439493
5438099,K01567.04,CONFIRMED,4,-2368730002.050301
5210475,K01568.01,FALSE POSITIVE,1,24463423.62519591
8009350,K01569.01,CONFIRMED,1,-1522067932.5120554
8082001,K01570.01,CONFIRMED,1,-1064619257.3773237
5557821,K01571.01,FALSE POSITIVE,1,-1948515320.1349583
10004519,K01572.01,CONFIRMED,1,-1666873054.1988614
5031857,K01573.01,FALSE POSITIVE,1,75120046.55438502
5031857,K01573.02,FALSE POSITIVE,2,-2154099403.5078883
10028792,K01574.01,CONFIRMED,1,-512353084.6397862
10028792,K01574.02,CONFIRMED,2,-2610507193.461544
10028792,K01574.03,FALSE POSITIVE,3,-2408191032.570059
10028792,K01574.04,FALSE POSITIVE,4,-2560538323.5870476
5553652,K01575.01,FALSE POSITIVE,1,-2364809547.697966
5299459,K01576.01,CONFIRMED,1,-164781903.54289404
5299459,K01576.02,CONFIRMED,2,-1219968445.7561517
12506770,K01577.01,CONFIRMED,1,-964518299.1257875
5629985,K01578.01,FALSE POSITIVE,1,-2320956561.2698736
9898364,K01579.01,FALSE POSITIVE,1,1145699002.9477816
5193400,K01580.01,FALSE POSITIVE,1,-2502574707.372756
7939330,K01581.01,FALSE POSITIVE,1,-2510710474.658506
7939330,K01581.02,CONFIRMED,2,-2519283802.301641
4918309,K01582.01,FALSE POSITIVE,1,-1661060363.267302
12602568,K01583.01,CONFIRMED,1,-1999522046.6353865
9941066,K01584.01,CONFIRMED,1,-1745354902.6416512
5470739,K01585.01,CONFIRMED,1,-2043858136.0192902
10022908,K01586.01,CONFIRMED,1,-1032161703.5850594
9932970,K01587.01,FALSE POSITIVE,1,-1077962828.2247334
5617854,K01588.01,CONFIRMED,1,1715669494.0631595
5301750,K01589.01,CONFIRMED,1,-1871163424.0697677
5301750,K01589.02,CONFIRMED,2,-2229229809.388779
5301750,K01589.03,CONFIRMED,3,-2211955644.721749
5301750,K01589.04,CONFIRMED,4,-2074609649.188419
5301750,K01589.05,CONFIRMED,5,-2458201873.725324
5542466,K01590.01,FALSE POSITIVE,1,-2148684314.7723083
5542466,K01590.02,FALSE POSITIVE,2,-1518797942.1901767
5542466,K01590.03,FALSE POSITIVE,3,-2046789456.2479997
10028140,K01591.01,FALSE POSITIVE,1,-1988944787.4657643
5217586,K01592.01,FALSE POSITIVE,1,-2003310392.8344905
5289854,K01593.01,CONFIRMED,1,-2084378066.6477728
5289854,K01593.02,CONFIRMED,2,-2322763566.575448
9895709,K01594.01,FALSE POSITIVE,1,459842802.75119865
10006581,K01595.01,CONFIRMED,1,-1980407339.988046
10027323,K01596.01,CONFIRMED,1,-1611721778.4112086
10027323,K01596.02,CONFIRMED,2,-2098825319.9819255
5039228,K01597.01,FALSE POSITIVE,1,203422803.85620618
10004738,K01598.01,CONFIRMED,1,-1583300315.9957216
10004738,K01598.02,CONFIRMED,2,-2270141347.1381454
10004738,K01598.03,CONFIRMED,3,-2165035124.185005
5474613,K01599.01,CONFIRMED,1,-2510732408.2498474
5474613,K01599.02,CONFIRMED,2,-2353751348.9402695
4860932,K01600.01,FALSE POSITIVE,1,-2187781308.5528426
5438757,K01601.01,CONFIRMED,1,-2096766559.0817003
5438757,K01601.02,CONFIRMED,2,-2507417643.6303506
4860678,K01602.01,FALSE POSITIVE,1,-2342413685.6874056
4860678,K01602.02,FALSE POSITIVE,2,-2335536064.3214307
5177104,K01603.01,CONFIRMED,1,-1159738617.0932696
10033279,K01604.01,FALSE POSITIVE,1,-1118200591.9716804
5009189,K01605.01,FALSE POSITIVE,1,-575373972.5770122
9886661,K01606.01,CONFIRMED,1,-185175945.29948515
5477805,K01607.01,FALSE POSITIVE,1,-1532625551.7129455
10055126,K01608.01,CONFIRMED,1,-1995048254.6902988
10055126,K01608.02,CONFIRMED,2,-2383884910.1284165
10055126,K01608.03,FALSE POSITIVE,3,-2559404806.534738
5009743,K01609.01,CONFIRMED,1,-1948882696.441615
5474733,K01610.01,FALSE POSITIVE,1,-280913212.07396543
12644769,K01611.01,FALSE POSITIVE,1,8149225689.902751
10963065,K01612.01,CONFIRMED,1,536754319.5335113
6268648,K01613.01,CONFIRMED,1,-2005251752.6425803
6268648,K01613.02,FALSE POSITIVE,2,-2618674771.455283
6268648,K01613.03,FALSE POSITIVE,3,-2557368076.611175
10514429,K01614.01,FALSE POSITIVE,1,-1982558208.5282815
4278221,K01615.01,CONFIRMED,1,4297242652.6127615
9015738,K01616.01,CONFIRMED,1,-1619370748.4509723
7215603,K01618.01,CONFIRMED,1,-1549409308.057479
4276716,K01619.01,FALSE POSITIVE,1,-2098287851.87754
6468337,K01620.01,FALSE POSITIVE,1,1032006706.6368527
5561278,K01621.01,CONFIRMED,1,-1777560061.7026346
7287683,K01622.01,FALSE POSITIVE,1,-1951746365.9407997
11392618,K01623.01,FALSE POSITIVE,1,-1708833904.5267348
6233890,K01624.01,FALSE POSITIVE,1,-1888615176.8898873
6312314,K01625.01,FALSE POSITIVE,1,-1024568859.7086244
6387542,K01626.01,CONFIRMED,1,-1189555088.3377357
6543893,K01627.01,CONFIRMED,1,-1887458748.3910863
6543893,K01627.02,FALSE POSITIVE,2,-2119120242.7593462
6543893,K01627.03,FALSE POSITIVE,3,-2173904899.7510467
6975129,K01628.01,CONFIRMED,1,-953522526.6994805
6975129,K01628.02,CONFIRMED,2,-556123938.2165488
6975129,K01628.03,FALSE POSITIVE,3,-2320890402.9840407
8685497,K01629.01,CONFIRMED,1,-1270656907.4226897
9017682,K01630.01,FALSE POSITIVE,1,-2233831398.9431887
9084778,K01631.01,FALSE POSITIVE,1,8149224606.570172
9277896,K01632.01,CONFIRMED,1,-1380257178.0027606
9401997,K01633.01,CONFIRMED,1,-2358387494.168042
10487119,K01635.01,FALSE POSITIVE,1,8149225689.914674
10621666,K01636.01,FALSE POSITIVE,1,-1672605935.8131897
10686864,K01637.01,CONFIRMED,1,-1357145211.4095352
10747439,K01638.01,FALSE POSITIVE,1,2289438193.4269423
10879038,K01641.01,CONFIRMED,1,-2304965769.299778
10879656,K01642.01,FALSE POSITIVE,1,-1272065702.8038676
10990917,K01643.01,CONFIRMED,1,-2172842327.214689
11043136,K01644.01,FALSE POSITIVE,1,8149224794.445989
11045383,K01645.01,FALSE POSITIVE,1,7772738066.678387
11046025,K01646.01,FALSE POSITIVE,1,-1690086582.4791791
11153121,K01647.01,CONFIRMED,1,-2167253364.327788
11153121,K01647.02,CONFIRMED,2,-2508009196.0899525
11177543,K01648.01,FALSE POSITIVE,1,-2133197762.9972808
11337141,K01649.01,FALSE POSITIVE,1,-982826456.0174388
11337372,K01650.01,CONFIRMED,1,-1729210362.1269069
11337372,K01650.02,CONFIRMED,2,-2386386452.7685413
11337833,K01651.01,CONFIRMED,1,-2431499231.28378
11391667,K01652.01,FALSE POSITIVE,1,8149225689.804235
11392017,K01653.01,FALSE POSITIVE,1,-663658022.1807885
11546211,K01654.01,FALSE POSITIVE,1,8149225689.925019
11547505,K01655.01,CONFIRMED,1,2377553767.7891464
4471747,K01656.01,FALSE POSITIVE,1,-2460693788.9132543
4474645,K01657.01,FALSE POSITIVE,1,1228615761.0036633
4570949,K01658.01,CONFIRMED,1,8149225689.700744
4650733,K01659.01,FALSE POSITIVE,1,-2269318822.1681595
4830605,K01660.01,FALSE POSITIVE,1,-2384429423.8871455
4832197,K01661.01,FALSE POSITIVE,1,8149224045.874425
4844004,K01662.01,FALSE POSITIVE,1,679053780.1482736
4927315,K01663.01,FALSE POSITIVE,1,-1896814595.2619047
4928119,K01664.01,FALSE POSITIVE,1,8149225689.562823
4932442,K01665.01,CONFIRMED,1,-2149278112.6945343
5008501,K01666.01,FALSE POSITIVE,1,1962766386.8886137
5015913,K01667.01,FALSE POSITIVE,1,8149225403.708853
5103942,K01668.01,FALSE POSITIVE,1,-1203184273.4807403
5183357,K01669.01,CONFIRMED,1,-2234308556.2993584
5184709,K01670.01,FALSE POSITIVE,1,-1447711837.8647234
5195172,K01671.01,FALSE POSITIVE,1,-1426324534.6044607
5269467,K01672.01,CONFIRMED,1,-2156010004.1111207
5271608,K01673.01,FALSE POSITIVE,1,-1696069201.0583282
5357470,K01674.01,FALSE POSITIVE,1,-1392575392.294672
5360920,K01675.01,FALSE POSITIVE,1,-1450591517.8854022
5443775,K01676.01,FALSE POSITIVE,1,2356375909.948331
5526717,K01677.01,CONFIRMED,1,-1862568029.3441293
5527172,K01678.01,FALSE POSITIVE,1,8149225689.910249
5529643,K01679.01,FALSE POSITIVE,1,-1687580789.714176
5530882,K01680.01,FALSE POSITIVE,1,-2143587569.2686143
5531953,K01681.01,FALSE POSITIVE,1,-1724961938.8648863
5531953,K01681.02,FALSE POSITIVE,2,-1195555065.295778
5531953,K01681.03,FALSE POSITIVE,3,-2289340016.9414463
5531953,K01681.04,FALSE POSITIVE,4,-1747447376.3349967
6034945,K01683.01,CONFIRMED,1,-1867696344.3935285
6048024,K01684.01,FALSE POSITIVE,1,1793000037.1319482
6049190,K01685.01,FALSE POSITIVE,1,-2092263375.057204
6198999,K01687.01,CONFIRMED,1,-887309297.9399952
6310636,K01688.01,CONFIRMED,1,-1173188245.8257384
6312534,K01689.01,FALSE POSITIVE,1,8048791017.629933
6470917,K01690.01,FALSE POSITIVE,1,-1625703367.1932225
6611330,K01691.01,FALSE POSITIVE,1,73749076.04582837
6616218,K01692.01,CONFIRMED,1,4245232646.9272723
6616218,K01692.02,CONFIRMED,2,-1132612838.7661755
6696462,K01693.01,FALSE POSITIVE,1,3011284155.7326536
6699368,K01694.01,FALSE POSITIVE,1,2149594839.2258906
6803855,K01695.01,CONFIRMED,1,-2451016218.979559
6891366,K01696.01,FALSE POSITIVE,1,-1750316203.4366953
6891637,K01697.01,FALSE POSITIVE,1,-1966462478.3224003
6975615,K01698.01,FALSE POSITIVE,1,-1365501297.093939
7137725,K01699.01,FALSE POSITIVE,1,-720401262.1314666
7220429,K01700.01,CONFIRMED,1,-1636530717.7806706
7222086,K01701.01,FALSE POSITIVE,1,3693934277.134075
7304449,K01702.01,CONFIRMED,1,2982468712.1557555
7380829,K01703.01,FALSE POSITIVE,1,-2231780461.347551
7386827,K01704.01,FALSE POSITIVE,1,-1076584113.4286542
7522911,K01705.01,FALSE POSITIVE,1,-2367951263.6735005
7626370,K01706.01,CONFIRMED,1,1675081855.932027
7703955,K01707.01,CONFIRMED,1,-2482988479.2115393
7703955,K01707.02,CONFIRMED,2,-2579778606.868463
7750419,K01708.01,FALSE POSITIVE,1,-2159527803.920153
7768952,K01709.01,FALSE POSITIVE,1,-1949434493.1076
7815744,K01710.01,CONFIRMED,1,-2095885739.6656995
7955580,K01711.01,CONFIRMED,1,-2155721222.088731
8162790,K01712.01,FALSE POSITIVE,1,-1764412657.0297384
8230616,K01713.01,CONFIRMED,1,524847035.4754146
8230616,K01713.02,CONFIRMED,2,-1384149986.9741082
9655129,K01714.01,FALSE POSITIVE,1,8149225689.9299555
9836959,K01715.01,FALSE POSITIVE,1,-2189357753.8802376
9838949,K01716.01,CONFIRMED,1,-1190272737.7721813
9895006,K01717.01,CONFIRMED,1,-2098658932.2066925
9896558,K01718.01,CONFIRMED,1,-2247489731.067415
9896558,K01718.02,CONFIRMED,2,-2648245911.6934924
9899483,K01719.01,FALSE POSITIVE,1,-1458481585.00412
10015937,K01720.01,FALSE POSITIVE,1,-2380357077.486681
10019065,K01721.01,CONFIRMED,1,-2245551622.7147737
10080248,K01722.01,CONFIRMED,1,-2404189184.2074013
10213902,K01723.01,CONFIRMED,1,-2214392374.7082524
10214162,K01724.01,CONFIRMED,1,-2160525451.762727
10905746,K01725.01,CONFIRMED,1,742579613.4317333
8242434,K01726.01,CONFIRMED,1,-646621324.6039147
6185331,K01727.01,CONFIRMED,1,-1471538094.4415607
11820830,K01728.01,FALSE POSITIVE,1,8149224045.747798
6603756,K01729.01,FALSE POSITIVE,1,8149225689.909372
8460600,K01730.01,FALSE POSITIVE,1,8149225689.912462
8266276,K01731.01,FALSE POSITIVE,1,-1689328145.5905821
8266276,K01731.02,FALSE POSITIVE,2,-1770240639.9653697
6869184,K01732.01,CONFIRMED,1,-2220929324.0945573
8396405,K01733.01,FALSE POSITIVE,1,-2099670550.2940075
8845574,K01734.01,FALSE POSITIVE,1,661238947.061879
3446451,K01735.01,FALSE POSITIVE,1,703888987.577286
6604328,K01736.01,CONFIRMED,1,-2330932777.773874
4365645,K01738.01,FALSE POSITIVE,1,-624762107.6430917
6762829,K01740.01,FALSE POSITIVE,1,8149225689.909287
8180020,K01741.01,FALSE POSITIVE,1,8149225689.913986
9528420,K01742.01,FALSE POSITIVE,1,8149225689.922703
6364327,K01744.01,FALSE POSITIVE,1,-2509342368.9783792
9574614,K01745.01,FALSE POSITIVE,1,8149225368.5776615
